date,value
1983-01-30,26.1525
1983-01-31,25.66
1983-02-01,25.7225
1983-02-02,25.789999
1983-02-03,25.945
1983-02-04,25.885
1983-02-05,25.572498
1983-02-06,25.5325
1983-02-07,26.1725
1983-02-08,26.274998
1983-02-09,26.2575
1983-02-10,26.4075
1983-02-11,26.567501
1983-02-12,26.5825
1983-02-13,26.279999
1983-02-14,26.2525
1983-02-15,26.182499
1983-02-16,26.067497
1983-02-17,25.7975
1983-02-18,25.5225
1983-02-19,25.7625
1983-02-20,26.349998
1983-02-21,26.74
1983-02-22,26.7525
1983-02-23,26.777498
1983-02-24,26.9075
1983-02-25,27.1975
1983-02-26,27.292501
1983-02-27,27.3125
1983-02-28,27.377499
1983-03-01,27.254997
1983-03-02,27.277498
1983-03-03,27.16
1983-03-04,26.534998
1983-03-05,26.22
1983-03-06,26.18
1983-03-07,26.8125
1983-03-08,27.07
1983-03-09,26.585
1983-03-10,26.137499
1983-03-11,26.154999
1983-03-12,26.482498
1983-03-13,27.142498
1983-03-14,27.33
1983-03-15,27.61
1983-03-16,27.662498
1983-03-17,28.0525
1983-03-18,28.1675
1983-03-19,28.2725
1983-03-20,27.977499
1983-03-21,27.945
1983-03-22,28.137497
1983-03-23,28.117498
1983-03-24,28.249998
1983-03-25,28.577497
1983-03-26,28.244999
1983-03-27,28.392498
1983-03-28,28.4025
1983-03-29,27.332499
1983-03-30,27.235
1983-03-31,27.0425
1983-04-01,27.095001
1983-04-02,27.322498
1983-04-03,27.880001
1983-04-04,28.27
1983-04-05,28.249998
1983-04-06,28.1575
1983-04-07,27.9075
1983-04-08,28.137499
1983-04-09,28.365
1983-04-10,28.635
1983-04-11,28.8025
1983-04-12,28.92
1983-04-13,28.46
1983-04-14,28.7475
1983-04-15,28.8025
1983-04-16,28.705002
1983-04-17,28.897501
1983-04-18,29.139997
1983-04-19,29.0875
1983-04-20,29.069998
1983-04-21,28.889997
1983-04-22,28.8675
1983-04-23,28.8175
1983-04-24,28.649998
1983-04-25,28.464998
1983-04-26,28.672499
1983-04-27,29.097498
1983-04-28,29.039999
1983-04-29,29.0325
1983-04-30,29.235
1983-05-01,29.539999
1983-05-02,29.349998
1983-05-03,29.5625
1983-05-04,29.619999
1983-05-05,29.505
1983-05-06,29.3375
1983-05-07,29.4625
1983-05-08,29.205
1983-05-09,28.4325
1983-05-10,28.5325
1983-05-11,28.752499
1983-05-12,29.287498
1983-05-13,29.429998
1983-05-14,29.385
1983-05-15,28.869999
1983-05-16,28.7375
1983-05-17,28.73
1983-05-18,29.055
1983-05-19,29.654999
1983-05-20,29.544998
1983-05-21,29.2075
1983-05-22,28.045
1983-05-23,28.814999
1983-05-24,29.355
1983-05-25,29.035
1983-05-26,28.964998
1983-05-27,28.9025
1983-05-28,28.6775
1983-05-29,28.409998
1983-05-30,28.502499
1983-05-31,28.5975
1983-06-01,28.635
1983-06-02,27.87
1983-06-03,27.949997
1983-06-04,28.182499
1983-06-05,29.184998
1983-06-06,29.545
1983-06-07,29.02
1983-06-08,28.907497
1983-06-09,28.3975
1983-06-10,28.4675
1983-06-11,28.7475
1983-06-12,28.939999
1983-06-13,29.337498
1983-06-14,29.564999
1983-06-15,29.5775
1983-06-16,29.085
1983-06-17,28.585
1983-06-18,28.5275
1983-06-19,28.67
1983-06-20,29.1475
1983-06-21,29.509998
1983-06-22,29.394999
1983-06-23,29.5625
1983-06-24,29.5675
1983-06-25,29.349998
1983-06-26,28.89
1983-06-27,29.24
1983-06-28,29.492498
1983-06-29,29.539997
1983-06-30,29.46
1983-07-01,29.312498
1983-07-02,29.259998
1983-07-03,29.295
1983-07-04,29.3
1983-07-05,29.4825
1983-07-06,29.515
1983-07-07,29.225
1983-07-08,29.0325
1983-07-09,28.1125
1983-07-10,28.125
1983-07-11,28.1175
1983-07-12,29.225
1983-07-13,29.8
1983-07-14,29.7125
1983-07-15,29.779999
1983-07-16,29.872498
1983-07-17,29.904999
1983-07-18,29.922499
1983-07-19,30.225
1983-07-20,30.3125
1983-07-21,30.285
1983-07-22,28.2175
1983-07-23,28.145
1983-07-24,28.539999
1983-07-25,28.627499
1983-07-26,28.769999
1983-07-27,28.93
1983-07-28,28.455
1983-07-29,28.494999
1983-07-30,28.887499
1983-07-31,29.352499
1983-08-01,29.557499
1983-08-02,29.7675
1983-08-03,30.079998
1983-08-04,29.917498
1983-08-05,29.605
1983-08-06,29.615
1983-08-07,29.377502
1983-08-08,28.765
1983-08-09,29.1175
1983-08-10,29.064999
1983-08-11,28.955
1983-08-12,29.015
1983-08-13,29.517498
1983-08-14,29.625
1983-08-15,28.9825
1983-08-16,28.835001
1983-08-17,28.835
1983-08-18,28.797499
1983-08-19,28.5325
1983-08-20,28.05
1983-08-21,28.364998
1983-08-22,28.922499
1983-08-23,29.3975
1983-08-24,29.235
1983-08-25,29.11
1983-08-26,29.445
1983-08-27,29.9525
1983-08-28,29.9075
1983-08-29,29.9725
1983-08-30,29.595
1983-08-31,28.7575
1983-09-01,28.5625
1983-09-02,29.602499
1983-09-03,29.81
1983-09-04,29.38
1983-09-05,28.717499
1983-09-06,29.0525
1983-09-07,29.217499
1983-09-08,29.214998
1983-09-09,28.464998
1983-09-10,28.4475
1983-09-11,29.1675
1983-09-12,29.8275
1983-09-13,29.7875
1983-09-14,28.689999
1983-09-15,28.88
1983-09-16,29.757498
1983-09-17,29.7375
1983-09-18,29.614998
1983-09-19,29.645
1983-09-20,30.3275
1983-09-21,30.359999
1983-09-22,30.274998
1983-09-23,30.06
1983-09-24,30.095
1983-09-25,30.217499
1983-09-26,30.3475
1983-09-27,30.13
1983-09-28,29.317497
1983-09-29,29.255001
1983-09-30,29.25
1983-10-01,28.8875
1983-10-02,28.785
1983-10-03,27.5475
1983-10-04,27.692501
1983-10-05,28.9425
1983-10-06,29.4425
1983-10-07,29.265
1983-10-08,28.4625
1983-10-09,28.4225
1983-10-10,28.434998
1983-10-11,28.449999
1983-10-12,28.57
1983-10-13,28.247501
1983-10-14,28.609999
1983-10-15,28.947498
1983-10-16,28.9075
1983-10-17,29.047499
1983-10-18,29.0025
1983-10-19,28.932499
1983-10-20,28.8375
1983-10-21,28.41
1983-10-22,27.8625
1983-10-23,27.4925
1983-10-24,27.505001
1983-10-25,28.794998
1983-10-26,29.0425
1983-10-27,28.974998
1983-10-28,28.922499
1983-10-29,28.96
1983-10-30,28.774998
1983-10-31,28.65
1983-11-01,28.425
1983-11-02,28.5425
1983-11-03,28.404999
1983-11-04,28.38
1983-11-05,28.27
1983-11-06,28.2625
1983-11-07,27.587502
1983-11-08,27.374998
1983-11-09,27.8275
1983-11-10,27.422499
1983-11-11,28.087498
1983-11-12,28.2125
1983-11-13,28.2675
1983-11-14,28.045
1983-11-15,27.814999
1983-11-16,27.505
1983-11-17,27.8125
1983-11-18,27.715
1983-11-19,27.645
1983-11-20,27.71
1983-11-21,27.697498
1983-11-22,27.364998
1983-11-23,26.87
1983-11-24,26.7925
1983-11-25,26.715
1983-11-26,26.967499
1983-11-27,27.214998
1983-11-28,27.124998
1983-11-29,26.6425
1983-11-30,26.59
1983-12-01,25.71
1983-12-02,25.387499
1983-12-03,25.31
1983-12-04,25.579998
1983-12-05,25.622498
1983-12-06,25.335
1983-12-07,25.3275
1983-12-08,25.282497
1983-12-09,25.3475
1983-12-10,25.420002
1983-12-11,25.324999
1983-12-12,25.199999
1983-12-13,25.1575
1983-12-14,25.162498
1983-12-15,25.9425
1983-12-16,26.019999
1983-12-17,25.889997
1983-12-18,25.675
1983-12-19,26.224998
1983-12-20,25.665
1983-12-21,25.8625
1983-12-22,26.047497
1983-12-23,26.06
1983-12-24,26.0475
1983-12-25,25.2925
1983-12-26,25.3625
1983-12-27,25.5675
1983-12-28,25.55
1983-12-29,25.597498
1983-12-30,25.4425
1983-12-31,25.137499
1984-01-01,24.482498
1984-01-02,24.4975
1984-01-03,25.075
1984-01-04,25.115
1984-01-05,25.08
1984-01-06,25.137499
1984-01-07,25.189999
1984-01-08,25.2825
1984-01-09,24.75
1984-01-10,24.980001
1984-01-11,25.07
1984-01-12,24.83
1984-01-13,24.4475
1984-01-14,24.1775
1984-01-15,24.502499
1984-01-16,24.735
1984-01-17,25.844997
1984-01-18,25.7475
1984-01-19,25.4925
1984-01-20,25.434998
1984-01-21,25.32
1984-01-22,25.217499
1984-01-23,25.217499
1984-01-24,24.98
1984-01-25,24.6025
1984-01-26,24.575
1984-01-27,24.259998
1984-01-28,24.615
1984-01-29,24.84
1984-01-30,24.712498
1984-01-31,24.6475
1984-02-01,24.687498
1984-02-02,24.949999
1984-02-03,24.705
1984-02-04,24.5325
1984-02-05,24.652498
1984-02-06,24.675
1984-02-07,24.3275
1984-02-08,24.265
1984-02-09,24.304998
1984-02-10,25.0625
1984-02-11,25.137499
1984-02-12,25.155
1984-02-13,25.175
1984-02-14,25.364998
1984-02-15,25.052498
1984-02-16,24.9725
1984-02-17,24.952497
1984-02-18,25.2975
1984-02-19,25.085
1984-02-20,24.997501
1984-02-21,25.175
1984-02-22,25.4175
1984-02-23,25.364998
1984-02-24,25.1875
1984-02-25,25.175
1984-02-26,25.232498
1984-02-27,25.412498
1984-02-28,25.479998
1984-02-29,25.265
1984-03-01,25.585
1984-03-02,25.4875
1984-03-03,25.384998
1984-03-04,25.3725
1984-03-05,25.415
1984-03-06,25.3025
1984-03-07,25.177502
1984-03-08,24.9275
1984-03-09,25.0975
1984-03-10,25.4625
1984-03-11,25.607498
1984-03-12,25.949999
1984-03-13,26.189999
1984-03-14,26.782497
1984-03-15,27.1075
1984-03-16,26.7925
1984-03-17,27.072498
1984-03-18,27.31
1984-03-19,27.387499
1984-03-20,27.2775
1984-03-21,27.4925
1984-03-22,27.3125
1984-03-23,27.144999
1984-03-24,27.1775
1984-03-25,27.789999
1984-03-26,27.727497
1984-03-27,27.532501
1984-03-28,27.4425
1984-03-29,27.2875
1984-03-30,27.57
1984-03-31,28.274998
1984-04-01,28.1675
1984-04-02,27.9
1984-04-03,27.71
1984-04-04,28.0625
1984-04-05,28.364998
1984-04-06,28.5275
1984-04-07,28.26
1984-04-08,27.707499
1984-04-09,28.015
1984-04-10,28.107498
1984-04-11,28.047499
1984-04-12,27.967499
1984-04-13,28.457499
1984-04-14,29.055
1984-04-15,29.107498
1984-04-16,29.2675
1984-04-17,29.0
1984-04-18,28.4125
1984-04-19,29.0225
1984-04-20,29.4375
1984-04-21,29.404999
1984-04-22,29.49
1984-04-23,29.534998
1984-04-24,28.75
1984-04-25,28.644999
1984-04-26,28.662498
1984-04-27,28.662498
1984-04-28,29.1125
1984-04-29,29.06
1984-04-30,28.737497
1984-05-01,28.585001
1984-05-02,28.64
1984-05-03,28.664999
1984-05-04,28.755
1984-05-05,28.865
1984-05-06,28.7825
1984-05-07,28.91
1984-05-08,28.835
1984-05-09,28.885
1984-05-10,29.555
1984-05-11,29.34
1984-05-12,28.68
1984-05-13,28.289999
1984-05-14,27.899998
1984-05-15,28.2375
1984-05-16,28.1775
1984-05-17,27.7725
1984-05-18,28.057499
1984-05-19,28.3625
1984-05-20,28.619999
1984-05-21,28.67
1984-05-22,28.609999
1984-05-23,28.59
1984-05-24,29.46
1984-05-25,29.354998
1984-05-26,28.949999
1984-05-27,28.699999
1984-05-28,28.805
1984-05-29,29.2725
1984-05-30,29.447498
1984-05-31,29.5775
1984-06-01,29.807499
1984-06-02,29.977497
1984-06-03,30.0
1984-06-04,29.79
1984-06-05,30.182499
1984-06-06,30.217499
1984-06-07,30.159998
1984-06-08,28.875
1984-06-09,28.002499
1984-06-10,27.814999
1984-06-11,28.0375
1984-06-12,28.189999
1984-06-13,27.925
1984-06-14,27.115
1984-06-15,26.77
1984-06-16,26.5325
1984-06-17,26.569998
1984-06-18,27.34
1984-06-19,27.6275
1984-06-20,27.3475
1984-06-21,27.539999
1984-06-22,27.515
1984-06-23,28.122498
1984-06-24,28.2075
1984-06-25,28.0225
1984-06-26,27.9725
1984-06-27,28.019999
1984-06-28,27.21
1984-06-29,27.055
1984-06-30,27.037498
1984-07-01,26.6475
1984-07-02,26.7
1984-07-03,27.335
1984-07-04,27.342499
1984-07-05,27.989998
1984-07-06,28.1475
1984-07-07,28.1475
1984-07-08,28.22
1984-07-09,27.9675
1984-07-10,27.9575
1984-07-11,28.455
1984-07-12,28.654999
1984-07-13,28.3525
1984-07-14,27.884998
1984-07-15,27.93
1984-07-16,28.0875
1984-07-17,27.7125
1984-07-18,28.3325
1984-07-19,28.817501
1984-07-20,29.205
1984-07-21,29.324999
1984-07-22,29.0475
1984-07-23,28.087502
1984-07-24,27.8375
1984-07-25,28.609999
1984-07-26,29.024998
1984-07-27,29.067501
1984-07-28,29.072498
1984-07-29,28.8225
1984-07-30,28.21
1984-07-31,28.237501
1984-08-01,27.8825
1984-08-02,27.96
1984-08-03,28.15
1984-08-04,28.355
1984-08-05,28.4275
1984-08-06,28.4275
1984-08-07,28.707497
1984-08-08,28.44
1984-08-09,28.255
1984-08-10,28.282501
1984-08-11,28.6875
1984-08-12,28.22
1984-08-13,27.664999
1984-08-14,27.564999
1984-08-15,27.569998
1984-08-16,27.2775
1984-08-17,27.2725
1984-08-18,27.544998
1984-08-19,26.8825
1984-08-20,26.794998
1984-08-21,26.662498
1984-08-22,26.262499
1984-08-23,26.23
1984-08-24,27.125
1984-08-25,27.3975
1984-08-26,27.6275
1984-08-27,27.830002
1984-08-28,27.832499
1984-08-29,27.829998
1984-08-30,27.324997
1984-08-31,27.149998
1984-09-01,25.937498
1984-09-02,25.9575
1984-09-03,25.865
1984-09-04,25.885
1984-09-05,25.7975
1984-09-06,25.352499
1984-09-07,25.484999
1984-09-08,28.015
1984-09-09,28.375
1984-09-10,27.9975
1984-09-11,27.885
1984-09-12,28.155
1984-09-13,27.539999
1984-09-14,28.155
1984-09-15,28.557499
1984-09-16,28.6625
1984-09-17,28.707499
1984-09-18,28.909998
1984-09-19,28.825
1984-09-20,28.4525
1984-09-21,28.247498
1984-09-22,28.217499
1984-09-23,28.349998
1984-09-24,27.969997
1984-09-25,27.859999
1984-09-26,28.235
1984-09-27,28.444998
1984-09-28,28.010002
1984-09-29,27.84
1984-09-30,28.5
1984-10-01,28.5175
1984-10-02,28.4775
1984-10-03,28.162498
1984-10-04,27.927498
1984-10-05,28.277498
1984-10-06,28.795
1984-10-07,28.914999
1984-10-08,29.085
1984-10-09,29.4475
1984-10-10,29.494999
1984-10-11,28.949999
1984-10-12,28.497498
1984-10-13,27.8975
1984-10-14,27.932499
1984-10-15,28.197498
1984-10-16,28.3575
1984-10-17,28.217499
1984-10-18,28.285
1984-10-19,28.45
1984-10-20,27.22
1984-10-21,26.845001
1984-10-22,26.835
1984-10-23,27.072498
1984-10-24,27.134998
1984-10-25,27.2825
1984-10-26,26.987497
1984-10-27,26.677498
1984-10-28,26.509998
1984-10-29,26.3225
1984-10-30,25.817501
1984-10-31,25.415
1984-11-01,26.6875
1984-11-02,26.6825
1984-11-03,26.5975
1984-11-04,25.8275
1984-11-05,25.714998
1984-11-06,25.7675
1984-11-07,25.165
1984-11-08,24.875
1984-11-09,25.2025
1984-11-10,26.002499
1984-11-11,26.087498
1984-11-12,26.465
1984-11-13,26.7475
1984-11-14,26.2925
1984-11-15,26.517498
1984-11-16,26.7125
1984-11-17,26.0275
1984-11-18,25.445
1984-11-19,26.057499
1984-11-20,25.835
1984-11-21,25.3525
1984-11-22,25.435
1984-11-23,25.602499
1984-11-24,25.627499
1984-11-25,25.365
1984-11-26,25.5875
1984-11-27,25.640001
1984-11-28,25.1
1984-11-29,25.1175
1984-11-30,25.252499
1984-12-01,25.269999
1984-12-02,25.425
1984-12-03,25.535
1984-12-04,25.720001
1984-12-05,25.6125
1984-12-06,25.5625
1984-12-07,25.4125
